index,status,http_status,error,company_name,county,stage,industry,employee_count,annual_revenue,street_address,zip_code,timestamp
128,success,200,True,,Maryland Proton Treatment Center (synthetic-128),Baltimore City,early,Financial Services,6,1411887,"34 diamond crest ct, baltimore, md 21209",21209,2026-08-10 21:08:18
123,success,200,True,,HealthLink360 (synthetic-123),Baltimore City,early,Autonomous Vehicles,6,159036,"1800 s clinton st, baltimore, maryland 21224, us - Li",21224,2026-08-10 21:08:18
111,success,200,True,,Nataur (synthetic-111),Baltimore City,pre-seed,Financial Services,30,223929,"100 international dr, 23rd floor, baltimore, maryland 21202, us - Li",21202,2026-08-10 21:08:18
112,success,200,True,,VinPal (synthetic-112),Howard,pre-seed,Real Estate,125,29609,"802 cromwell park dr., glen burnie, md 21061",21061,2026-08-10 21:08:18
106,success,200,True,,Novel Microdevices (synthetic-106),Baltimore City,growth,Aerospace and Defence,30,12790403,"1100 wicomico st, baltimore, maryland 21230, us - Li",21230,2026-08-10 21:08:18
120,success,200,True,,United Power Technologies (synthetic-120),Baltimore City,established,Medical Devices,5,0,"5723 narcissus avenue, baltimore, md 21215",21215,2026-08-10 21:09:48
166,success,200,True,,PYNE Creative (synthetic-166),Baltimore City,growth,Social/Platform Software,210,94666,"5480 valmont road, 100, baltimore, md 80301",80301,2026-08-10 21:09:48
167,success,200,True,,Symphony42 (synthetic-167),Baltimore City,pre-seed,Creative Technology,6,0,"4 n martin luther king blvd 4mlk 3rd fl, ste l-17, baltimore, md 21201",21201,2026-08-10 21:09:48
169,success,200,True,,APT Healthcare (synthetic-169),Anne Arundel,established,Construction / Engineering,30,0,"5835 york road suite 1136,baltimore, md united states 21212 - direct",21212,2026-08-10 21:09:48
168,success,200,True,,Sunairio (synthetic-168),Howard,pre-seed,Creative Technology,5,32899,"903 pemberton road, baltimore, md 21212",21212,2026-08-10 21:09:48
170,success,200,True,,Delfi Diagnostics (synthetic-170),Baltimore City,established,GovTech,6,238054,"100 light street baltimore, md 21202, baltimore, md 21202",21202,2026-08-10 21:11:18
171,success,200,True,,Marta Ali Studios (synthetic-171),Baltimore City,early,Real Estate Services (B2C),30,36816,"3846a falls rd, baltimore, maryland 21211, us - Li",21211,2026-08-10 21:11:18
173,success,200,True,,Potomac Photonics (synthetic-173),Baltimore City,early,Real Estate Services (B2C),1,53585,"810 glen eagles ct, towson, maryland 21286, us - Li",21286,2026-08-10 21:11:18
172,success,200,True,,Sicura (synthetic-172),Baltimore City,growth,Apparel,5,184421,"701 e pratt st, baltimore, maryland 21202, us - Li",21202,2026-08-10 21:11:18
175,success,200,True,,Chariot BioSciences (synthetic-175),Baltimore County,early,IT Consulting and Outsourcing,30,1499274,"5311 st albans way baltimore md 21212, baltimore, md 21212",21212,2026-08-10 21:11:18
174,success,200,True,,StatPoint Medical (synthetic-174),Baltimore City,growth,Financial Services,5,95231,"3128 argent path, ellicott city, md 21042",21042,2026-08-10 21:12:48
176,success,200,True,,Celcy (synthetic-176),Baltimore City,established,Supply Chain & Logistics,125,100905,"columbia, maryland 21044, us - Li",21044,2026-08-10 21:12:48
177,success,200,True,,FLOHOM (synthetic-177),Baltimore City,pre-seed,Biotechnology Research,30,124069,"4537 pen lucy rd, baltimore, md 21229",21229,2026-08-10 21:12:48
179,success,200,True,,Medssenger (synthetic-179),Baltimore City,growth,Real Estate Services (B2C),11,8292566,"300 e lombard st, suite 840, baltimore, maryland 21202, us - Li",21202,2026-08-10 21:12:48
178,success,200,True,,Lumina Solar (synthetic-178),Baltimore City,seed,Consumer Tech,6,202066,"1548 ellsworth ave, crofton, maryland 21114, us - Li",21114,2026-08-10 21:12:48
180,success,200,True,,Jbrds (synthetic-180),Baltimore City,seed,Fintech,75,1336081,"baltimore, md 21228, us - Li",21228,2026-08-10 21:14:18
181,success,200,True,,PYNE Creative (synthetic-181),Anne Arundel,established,Autonomous Vehicles,51200,0,"7134 columbia gateway drive, columbia, md 21046",21046,2026-08-10 21:14:18
182,success,200,True,,Clymb (synthetic-182),Baltimore City,early,Robotics,125,5143547,"701 east pratt street, baltimore, md 21202",21202,2026-08-10 21:14:18
183,success,200,True,,Secure Mentem (synthetic-183),Baltimore City,established,Cannabis,6,581463,"4000 river crescent dr, annapolis, md 21401",21401,2026-08-10 21:14:18
184,success,200,True,,Vibrint (synthetic-184),Baltimore City,pre-seed,Construction / Engineering,6,0,"201 milford mill rd, 202a, pikesville, maryland 21208, us - Li",21208,2026-08-10 21:14:18
185,success,200,True,,Jovian Concepts (synthetic-185),Baltimore County,seed,Strategic Management Services,6,0,"6751 columbia gateway suite 300 columbia, md 21046 us, columbia, md 21046",21046,2026-08-10 21:15:48
186,success,200,True,,INTELeTech (synthetic-186),Baltimore City,early,Consumer Tech,6,18365605,"25 west fayette street, baltimore, md 21201",21201,2026-08-10 21:15:48
187,success,200,True,,SocialToaster Inc (synthetic-187),Baltimore City,early,MarComm,30,201124,"30 west street, annapolis, md 21401",21401,2026-08-10 21:15:48
189,success,200,True,,SilcsBio (synthetic-189),Baltimore City,pre-seed,Cybersecurity,30,1653648,"6751 columbia gateway drive, suite 300,columbia, md united states 21046 - direct",21046,2026-08-10 21:15:48
188,success,200,True,,TradeRiver USA (synthetic-188),Baltimore City,growth,Robotics,6,206396,"101 w dickman st, baltimore, maryland 21230, us - Li",21230,2026-08-10 21:15:48
191,success,200,True,,Franklin Apprenticeships (synthetic-191),Baltimore City,early,Climate Tech,30,0,"801 cromwell park dr, glen burnie, md 21061",21061,2026-08-10 21:17:18
190,success,200,True,,STEER (synthetic-190),Baltimore City,pre-seed,Fintech,210,242054,"4 n martin luther king blvd, baltimore, md 21201",21201,2026-08-10 21:17:18
192,success,200,True,,Entinex (synthetic-192),Anne Arundel,growth,Apparel,5,0,"1004 dulaney valley road towson md 21204 suite 720, owings mills, md 21217",21204,2026-08-10 21:17:18
193,success,200,True,,MedRegen (synthetic-193),Baltimore City,pre-seed,AgTech,51200,0,"1 village square, suite 150,baltimore, md united states 21210 - direct",21210,2026-08-10 21:17:18
195,success,200,True,,LifeSprout (synthetic-195),Baltimore City,early,Apparel,6,106403,"1745 dorsey rd suite r,, hanover, md 21076",21076,2026-08-10 21:17:18
194,success,200,True,,JHU Social Innovation Lab (synthetic-194),Howard,established,Environmental Services (B2B),30,1221008,"3846a falls rd, baltimore, maryland 21211, us - Li",21211,2026-08-10 21:18:48
197,success,200,True,,Sunsa (synthetic-197),Baltimore City,pre-seed,Personal Care,6,30046,"6731 columbia gateway drive, suite 200, columbia, md 21046, us - Li",21046,2026-08-10 21:18:48
196,success,200,True,,Snag-A-Slip (synthetic-196),Baltimore City,pre-seed,Cybersecurity,30,11394817,"307 washington avenue,towson, md united states 21204 - direct",21204,2026-08-10 21:18:48
198,success,200,True,,Wild Bay Kombucha (synthetic-198),Baltimore City,early,Other Healthcare Technology Systems,201500,18374,"1014 w 36th st, baltimore, maryland 21211, us - Li",21211,2026-08-10 21:18:48
199,success,200,True,,TBT Pharma (synthetic-199),Baltimore City,early,Hospitals and Health Care,6,1042874,"columbia, maryland, 21046 - Pb",21046,2026-08-10 21:18:48
200,success,200,True,,Lorem Therapeutics (synthetic-200),Baltimore City,established,IT Services and IT Consulting,30,1150280,"baltimore, md 21230, us - Li",21230,2026-08-10 21:20:18
202,success,200,True,,Solar Oysters (synthetic-202),Baltimore City,early,IT Services and IT Consulting,6,160779,"101 west dickman street,baltimore, md united states 21230 - direct",21230,2026-08-10 21:20:18
201,success,200,True,,RGB Professional Services (synthetic-201),Baltimore City,established,Robotics,51200,0,"701 east pratt street suite 2026,baltimore, md united states 21202 - direct",21202,2026-08-10 21:20:18
203,success,200,True,,InRoad Toys (synthetic-203),Anne Arundel,growth,Biotechnology,30,0,"3128 argent path, ellicott city, md 21042",21042,2026-08-10 21:20:18
204,success,200,True,,FutureMakers (synthetic-204),Baltimore City,pre-seed,Aerospace and Defence,6,17354254,"2800 quarry lake dr, baltimore, maryland 21209, us - Li",21209,2026-08-10 21:20:18
206,success,200,True,,ChemPacific (synthetic-206),Baltimore City,pre-seed,Aerospace and Defense,30,11870613,"1500 fannie dorsey rd sykesville, md 21784, sykesville, md 21784",21784,2026-08-10 21:21:48
205,success,200,True,,Fem Equity (synthetic-205),Anne Arundel,early,Apparel,11,0,"6518 meadowridge rd, suite 100, elkridge, maryland 21075, us - Li",21075,2026-08-10 21:21:48
207,success,200,True,,Meta PRN (synthetic-207),Baltimore City,growth,Enterprise Technology,4,0,"6200 seaforth st, suite a, baltimore, maryland 21224, us - Li",21224,2026-08-10 21:21:48
208,success,200,True,,CoapTech (synthetic-208),Baltimore City,established,Telecommunications,6,130219,"1100 wicomico street, suite 1m, baltimore, md 21230",21230,2026-08-10 21:21:48
209,success,200,True,,"Divaneering Lab, Inc (synthetic-209)",Baltimore City,growth,Biotechnology,6,199307,"701 east pratt street, baltimore, md 21202",21202,2026-08-10 21:21:48
210,success,200,True,,Cajou Creamery (synthetic-210),Baltimore City,growth,Fintech,18,9337330,"1450 south rolling road, halethorpe, md 21227",21227,2026-08-10 21:23:18
211,success,200,True,,EPOCH Epigenetics (synthetic-211),Baltimore City,pre-seed,Aerospace and Defence,6,0,"7880 milestone parkway, hanover, md 21076",21076,2026-08-10 21:23:18
212,success,200,True,,Kydes Pharmaceuticals (synthetic-212),Baltimore City,established,Real Estate,30,0,"750 md route 3 south, suite 19 gambrills, md 21054, gambrills, md 21054",21054,2026-08-10 21:23:18
213,success,200,True,,PsychGigs (synthetic-213),Howard,established,Cybersecurity,6,0,"8112 ellen way, savage, md 20763",20763,2026-08-10 21:23:18
214,success,200,True,,Meta PRN (synthetic-214),Baltimore City,early,Cybersecurity,30,16994940,"822 guilford avenue, baltimore, md 21202",21202,2026-08-10 21:23:18
215,success,200,True,,LTN Global Communications (synthetic-215),Howard,early,Other Healthcare Technology Systems,5,37568,"1304 bayard street, baltimore, md 21230",21230,2026-08-10 21:24:48
216,success,200,True,,MuduPay (synthetic-216),Anne Arundel,early,Autonomous Vehicles,6,0,"4000 river crescent dr, annapolis, md 21401",21401,2026-08-10 21:24:48
218,success,200,True,,Cell Mind (synthetic-218),Baltimore City,established,Consumer Tech,4,0,"801 cromwell park drive, suite 108, glen burnie, maryland 21061, us - Li",21061,2026-08-10 21:24:48
217,success,200,True,,ARMR Systems Inc (synthetic-217),Baltimore City,early,Nanotechnology,1150,154300,"6100 merriweather drive, columbia, md 21044, us - Li",21044,2026-08-10 21:24:48
219,success,200,True,,Coastal Private Lending (synthetic-219),Baltimore County,pre-seed,IT Services and IT Consulting,1,213399,"8325 guilford road, suite f, columbia, maryland 21046, us - Li",21046,2026-08-10 21:24:48
220,success,200,True,,Infanity (synthetic-220),Howard,seed,Other Commercial Services,6,7522934,"4820 seton drive, suite l, baltimore, maryland 21215, us - Li",21215,2026-08-10 21:26:18
222,success,200,True,,SafeRide (synthetic-222),Baltimore City,established,Multimedia and Design Software,6,225503,"613 yorktown manor ct, annapolis, md 21409",21409,2026-08-10 21:26:18
221,success,200,True,,War Horse Cities (synthetic-221),Baltimore City,established,Strategic Management Services,30,233179,"6200 seaforth street, baltimore, md 21224",21224,2026-08-10 21:26:18
224,success,200,True,,"Accelevir Diagnostics (AccelevirDx, LLC) (synthetic-224)",Baltimore County,seed,Creative Technology,9,161555,"6751 columbia gateway drive, columbia, md 21046",21046,2026-08-10 21:26:18
223,success,200,True,,xMD Diagnostics (synthetic-223),Anne Arundel,pre-seed,Real Estate,6,0,"1200 east patapsco avenue, baltimore, md 21225",21225,2026-08-10 21:26:18
225,success,200,True,,Offbeast (YC W22) (synthetic-225),Baltimore City,seed,AgTech,5,1571349,"lutherville timonium, maryland, 21093 - Pb",21093,2026-08-10 21:27:48
226,success,200,True,,Precision Theranostics (synthetic-226),Baltimore County,established,IT Services and IT Consulting,6,408304,"9108 guilford rd, suite a, columbia, maryland 21046, us - Li",21046,2026-08-10 21:27:48
227,success,200,True,,"Foreman (OBM, Inc.) (synthetic-227)",Baltimore City,growth,Enterprise Technology,30,1880185,"142 ¬ω monticello ave, annapolis, md 21401",21401,2026-08-10 21:27:48
228,success,200,True,,SpringWear (synthetic-228),Baltimore City,seed,Cybersecurity,30,0,"1302 glenmont rd, baltimore, md 21239",21239,2026-08-10 21:27:49
229,success,200,True,,Soundtrack (synthetic-229),Baltimore City,seed,Software Development Applications,30,108790,"1300 bayard street, baltimore, md 21230",21230,2026-08-10 21:27:49
230,success,200,True,,Ronathan (synthetic-230),Baltimore City,early,Travel & Tourism,6,126063,"25 west fayette street, baltimore, md 21201",21201,2026-08-10 21:29:19
231,success,200,True,,SENSANNA INCORPORATED (synthetic-231),Baltimore City,growth,Cannabis,125,87029,"670 w baltimore st, hsf-iii, baltimore, maryland 21201, us - Li",21201,2026-08-10 21:29:19
233,success,200,True,,Vibrint (synthetic-233),Baltimore City,pre-seed,Fintech,6,194534,"3600 clipper mill road, baltimore, md 21211",21211,2026-08-10 21:29:19
232,success,200,True,,Motifworks (synthetic-232),Baltimore County,pre-seed,Other Commercial Services,75,1453897,"2514 greenmount ave, baltimore, md 21218",21218,2026-08-10 21:29:19
235,success,200,True,,Shield 7 Consulting (synthetic-235),Baltimore City,seed,Therapeutics,30,0,"6711 iron ore 317 elkridge md 21075, elkridge, md 21075",21075,2026-08-10 21:29:19
234,success,200,True,,Vibrint (synthetic-234),Baltimore County,early,Research Services,30,0,"101 w dickman st, baltimore, md 21230",21230,2026-08-10 21:30:49
237,success,200,True,,CloudQix (synthetic-237),Baltimore County,early,Construction / Engineering,6,175273,"glen burnie, maryland, 21061 - Pb",21061,2026-08-10 21:30:49
236,success,200,True,,Mess in A Bottle (synthetic-236),Baltimore City,seed,Creative Technology,6,19955067,"1850 frankfurst ave., baltimore, md 21226, us - Li",21226,2026-08-10 21:30:49
238,success,200,True,,Soundtrack (synthetic-238),Baltimore City,seed,Creative Technology,22,157813,"36 s charles st , baltimore, md 21201, baltimore, md 21201",21201,2026-08-10 21:30:49
239,success,200,True,,Aegeria Soft Tissue (synthetic-239),Howard,growth,Aerospace and Defense,51200,62795,"11350 mccormick road,hunt valley, md united states 21031 - direct",21031,2026-08-10 21:30:49
241,success,200,True,,Real Time Medical Systems (synthetic-241),Anne Arundel,early,Research Services,6,15458812,"1215 east fort avenue, baltimore, md 21230",21230,2026-08-10 21:32:19
240,success,200,True,,Trackwell Inc (synthetic-240),Howard,established,Aerospace and Defence,30,13379482,"8115 maple lawn boulevard, fulton, md 20759",20759,2026-08-10 21:32:19
243,success,200,True,,Soundtrack (synthetic-243),Howard,pre-seed,Cannabis,1,1485477,"6811 benjamin franklin dr, ste 170, columbia, maryland 21046, us - Li",21046,2026-08-10 21:32:19
242,success,200,True,,Zentail Inc (synthetic-242),Baltimore City,pre-seed,Fintech,5,0,"801 cromwell park dr, glen burnie, md 21061",21061,2026-08-10 21:32:19
244,success,200,True,,The Equity Brain Trust (synthetic-244),Baltimore City,early,Food & Beverage,210,171406,"4000 river crescent dr, annapolis, md 21401",21401,2026-08-10 21:32:19
245,success,200,True,,MelaTech (synthetic-245),Baltimore City,pre-seed,Travel & Tourism,30,0,"6711-b moravia park drive, baltimore, md 21237, us - Li",21237,2026-08-10 21:33:49
246,success,200,True,,Voyagier (synthetic-246),Baltimore City,seed,Financial Services,125,1335265,"303 international circle, cockeysville, maryland 21030, us - Li",21030,2026-08-10 21:33:49
247,success,200,True,,Corrie Health (synthetic-247),Baltimore City,early,Consumer Tech,30,858294,"baltimore, md 21217, us - Li",21217,2026-08-10 21:33:49
248,success,200,True,,Repriv.ai (synthetic-248),Baltimore City,early,Climate Tech,6,0,"3701 a, southwestern blvd, baltimore, md 21229",21229,2026-08-10 21:33:49
249,success,200,True,,Dragos (synthetic-249),Baltimore City,seed,Fintech,251,37691,"1014 west 36th street, baltimore, md 21211",21211,2026-08-10 21:33:49
250,success,200,True,,ICmed (synthetic-250),Anne Arundel,early,Web3,30,87239,"3811 canterbury rd. #803, baltimore, md 21218, us - Li",21218,2026-08-10 21:35:19
251,success,200,True,,PYNE Creative (synthetic-251),Baltimore City,early,Aerospace and Defence,6,1923480,"5520 research park drive suite 100, baltimore, md 21228, baltimore, md 21228",21228,2026-08-10 21:35:19
252,success,200,True,,Mason Dixie Biscuit Company (synthetic-252),Baltimore City,established,Aerospace and Defense,6,0,"70004 security boulevard suite 300, baltimore, md 21244",21244,2026-08-10 21:35:19
254,success,200,True,,Storytime AI LLC (synthetic-254),Baltimore City,growth,Diagnostics,2,0,"4537 pen lucy rd, baltimore, md 21229",21229,2026-08-10 21:35:19
253,success,200,True,,Sunsa (synthetic-253),Anne Arundel,established,IT Services and IT Consulting,210,816727,"145 west ostend street, baltimore, md 21230",21230,2026-08-10 21:35:19
256,success,200,True,,Astek Diagnostics Inc. (synthetic-256),Anne Arundel,established,Personal Care,30,213821,"6021 university boulevard, ellicott city, md 21043",21043,2026-08-10 21:36:49
255,success,200,True,,Hypermelt (synthetic-255),Baltimore City,early,Hospitals and Health Care,210,0,"1812 ashland ave,baltimore, md united states 21205 - direct",21205,2026-08-10 21:36:49
258,success,200,True,,Purview (synthetic-258),Anne Arundel,growth,Hospitals and Health Care,6,0,"6751 columbia gateway drive suite 300 columbia md 21046, columbia, md 21046",21046,2026-08-10 21:36:49
257,success,200,True,,Complete Omics (synthetic-257),Baltimore City,early,Enterprise Technology,6,54275,"10840 guilford rd, #401-402 annapolis junction, md 20701, annapolis junction, md 20701",20701,2026-08-10 21:36:49
259,success,200,True,,"OBM, Inc. (synthetic-259)",Baltimore City,established,Quantum Computing,30,5322717,"5835 york road suite 1136,baltimore, md united states 21212 - direct",21212,2026-08-10 21:36:49
260,success,200,True,,VitusVet (synthetic-260),Baltimore City,seed,Semiconductors,6,731967,"3700 koppers st, suite 530, baltimore, maryland 21227, us - Li",21227,2026-08-10 21:38:19
262,success,200,True,,Uplift Geosystems (synthetic-262),Baltimore City,early,Network Management Software,6,1367809,"8115 maple lawn boulevard,fulton, md united states 20759 - direct",20759,2026-08-10 21:38:19
261,success,200,True,,DiPole Materials (synthetic-261),Baltimore County,pre-seed,Food & Beverage,125,649275,"300 w pratt st, suite 400, baltimore, maryland 21201, us - Li",21201,2026-08-10 21:38:19
264,success,200,True,,Untethered Voyages (synthetic-264),Baltimore City,established,Education / EdTech,210,0,"main office, baltimore, maryland 21212, us - Li",21212,2026-08-10 21:38:19
263,success,200,True,,Equinox Innovative Systems (synthetic-263),Baltimore City,established,Social/Platform Software,30,0,"919 west 34th street, unit 4771, baltimore, md 21211",21211,2026-08-10 21:38:19
266,success,200,True,,Era (synthetic-266),Baltimore City,seed,Medical Device,30,194431,"300 w pratt st, suite 400, baltimore, maryland 21201, us - Li",21201,2026-08-10 21:39:49
265,success,200,True,,Skye Media Group (synthetic-265),Baltimore City,pre-seed,HR Tech,125,0,"1215 east fort avenue,baltimore, md united states 21230 - direct",21230,2026-08-10 21:39:49
268,success,200,True,,KnowSilo (synthetic-268),Baltimore City,seed,Multimedia and Design Software,5,710005,"640 frederick road, baltimore, md 21228",21228,2026-08-10 21:39:49
267,success,200,True,,Kuya (synthetic-267),Baltimore City,pre-seed,Travel & Tourism,18,59200,"6021 university blvd, suite 450, ellicott city, maryland 21073, us - Li",21073,2026-08-10 21:39:49
269,success,200,True,,MO MarTech (synthetic-269),Baltimore City,growth,Enterprise Technology,6,42220,"10840 guilford rd, #401-402 annapolis junction, md 20701, annapolis junction, md 20701",20701,2026-08-10 21:39:49
270,success,200,True,,DemandBridge (synthetic-270),Howard,seed,Therapeutics,30,0,"2425 rye st, baltimore, md 21230",21230,2026-08-10 21:41:19
271,success,200,True,,Volo (synthetic-271),Baltimore County,established,Semiconductors,3,1586228,"6200 seaforth st, baltimore, maryland 21224, us - Li",21224,2026-08-10 21:41:19
272,success,200,True,,Edyoucore Sports & Entertainment (synthetic-272),Anne Arundel,pre-seed,Other Healthcare Technology Systems,375,1993381,"101 w dickman st, suite 703, baltimore, maryland 21230, us - Li",21230,2026-08-10 21:41:19
273,success,200,True,,Mind Over Machines (synthetic-273),Howard,pre-seed,Energy,30,1636253,"705 south port street,baltimore, md united states 21224 - direct",21224,2026-08-10 21:41:19
274,success,200,True,,Arkavo (synthetic-274),Baltimore City,established,Creative Technology,30,0,"14800 york road, suite 866, sparks glencoe, md 21152",21152,2026-08-10 21:41:19
275,success,200,True,,Ridgeback Network Defense (synthetic-275),Howard,seed,Apparel,6,5360535,"1200 east patapsco avenue, baltimore, md 21225",21225,2026-08-10 21:42:49
276,success,200,True,,Fearless Sports (synthetic-276),Baltimore County,pre-seed,Digital Health,30,11405249,"6460 dobbin rd, suite a, columbia, md 21045",21045,2026-08-10 21:42:49
278,success,200,True,,"Bit Reactor, LLC (synthetic-278)",Baltimore City,established,Digital Health,350,16447853,"954 ridgebrook rd, sparks glencoe, md 21152",21152,2026-08-10 21:42:49
277,success,200,True,,MuduPay (synthetic-277),Baltimore City,early,Other Healthcare Technology Systems,2,15498665,"333 w ostend st. suite 100,baltimore, md united states 21230 - direct",21230,2026-08-10 21:42:49
280,success,200,True,,Azadi Health (synthetic-280),Howard,growth,Therapeutics,3,139870,"baltimore, maryland, 21224 - Pb",21224,2026-08-10 21:42:49
279,success,200,True,,ChemPacific (synthetic-279),Baltimore City,established,Fintech,5,0,"115 west street, annapolis, md 21401",21401,2026-08-10 21:44:19
282,success,200,True,,"MF Fire, Inc. (synthetic-282)",Baltimore County,established,Climate Tech,201500,0,"6811 benjamin franklin dr, ste 170, columbia, maryland 21046, us - Li",21046,2026-08-10 21:44:19
281,success,200,True,,"CoolTech, LLC (synthetic-281)",Howard,growth,Biotechnology,5,0,"142 ¬ω monticello ave, annapolis, md 21401",21401,2026-08-10 21:44:19
283,success,200,True,,Advancement Strategy Consulting (synthetic-283),Howard,seed,Cybersecurity,30,0,"7480 conowingo avenue bay 18,jessup, md united states 20794 - direct",20794,2026-08-10 21:44:19
284,success,200,True,,OrbiSharp Robotics (synthetic-284),Anne Arundel,seed,Healthcare Services,210,27788,"1800 s clinton st, baltimore, maryland 21224, us - Li",21224,2026-08-10 21:44:19
286,success,200,True,,Pixelligent Technologies LLC (synthetic-286),Baltimore City,established,Research Services,30,248336,"3500 boston street, baltimore, md 21224",21224,2026-08-10 21:45:49
285,success,200,True,,Fearless Sports (synthetic-285),Baltimore City,early,Aerospace and Defence,5,0,"2101 e biddle st, baltimore, maryland 21213, us - Li",21213,2026-08-10 21:45:49
287,success,200,True,,NeuroIntact (synthetic-287),Baltimore City,growth,Cannabis,125,1315196,"11501 pocomoke court, suite d, baltimore, md 21220, us - Li",21220,2026-08-10 21:45:49
288,success,200,True,,Volo (synthetic-288),Baltimore City,growth,Other,5,1921192,"1450 south rolling road, halethorpe, md 21227",21227,2026-08-10 21:45:49
289,success,200,True,,Curuvar (synthetic-289),Baltimore City,early,Retail,30,13626177,"25 west fayette street, baltimore, md 21201",21201,2026-08-10 21:45:49
290,success,200,True,,Astek Diagnostics Inc. (synthetic-290),Baltimore City,early,Medical Device,30,402586,"1001 katy lane, towson, md 21286",21286,2026-08-10 21:47:19
291,success,200,True,,Everywhere Communications (synthetic-291),Baltimore City,pre-seed,Semiconductors,30,0,"1215 east fort avenue, baltimore, md 21230",21230,2026-08-10 21:47:19
292,success,200,True,,Ronathan (synthetic-292),Baltimore City,seed,Medical Supplies,251,238397,"810 glen eagles ct, towson, maryland 21286, us - Li",21286,2026-08-10 21:47:19
293,success,200,True,,EcoMap Technologies (synthetic-293),Baltimore City,early,Multimedia and Design Software,5,1732139,"1501 st. paul street, baltimore, maryland 21202",21202,2026-08-10 21:47:19
294,success,200,True,,Game4Good (synthetic-294),Baltimore City,seed,Semiconductors,30,1104679,"6751 columbia gateway suite 300 columbia, md 21046 us, columbia, md 21046",21046,2026-08-10 21:47:19
295,success,200,True,,Hex Performance (synthetic-295),Baltimore City,early,Travel & Tourism,5,13432672,"10840 guilford rd, #401-402 annapolis junction, md 20701, annapolis junction, md 20701",20701,2026-08-10 21:48:49
296,success,200,True,,Advancing Synergy (synthetic-296),Baltimore City,pre-seed,Cannabis,229,61429,"6411 beckley st., holabird business park, baltimore, md 21224, us - Li",21224,2026-08-10 21:48:49
298,success,200,True,,Tradeswell (Incremental) (synthetic-298),Baltimore City,early,Venture Studio,6,218752,"1300 thames st., baltimore, md 21231",21231,2026-08-10 21:48:49
297,success,200,True,,Secretome Therapeutics (synthetic-297),Baltimore City,seed,Food & Beverage,6,15089860,"70004 security boulevard suite 300, baltimore, md 21244",21244,2026-08-10 21:48:49
299,success,200,True,,NXT1 (synthetic-299),Baltimore City,established,Apparel,125,831093,"baltimore, md 21231, us - Li",21231,2026-08-10 21:48:49
300,success,200,True,,Pixelligent Technologies LLC (synthetic-300),Baltimore City,established,Biotechnology Research,210,13715,"101 west dickman street, baltimore, md 21230",21230,2026-08-10 21:50:19
301,success,200,True,,Conquest Technologies (synthetic-301),Howard,growth,Financial Services,30,105489,"3500 boston street, baltimore, md 21224",21224,2026-08-10 21:50:19
302,success,200,True,,Elixirgen Therapeutics (synthetic-302),Howard,growth,Real Estate,351,0,"baltimore, maryland, 21205 - Pb",21205,2026-08-10 21:50:19
303,success,200,True,,22Beacon (synthetic-303),Howard,early,Robotics,5,121266,"401 east pratt street, #2245, baltimore, maryland 21202, us - Li",21202,2026-08-10 21:50:19
304,success,200,True,,Meta PRN (synthetic-304),Baltimore City,seed,Quantum Computing,30,0,"875 hollins st., baltimore, md 21202",21202,2026-08-10 21:50:19
305,success,200,True,,Processa Pharmaceuticals (synthetic-305),Baltimore City,early,Nanotechnology,15,1003895,"1215 e fort ave, suite 200, baltimore, maryland 21230, us - Li",21230,2026-08-10 21:51:49
306,success,200,True,,What2Do (synthetic-306),Anne Arundel,pre-seed,IT Services and IT Consulting,30,399846,"6810 deerpath road, suite 405, elkridge, md 21075",21075,2026-08-10 21:51:49
308,success,200,True,,Packaging Strategies (synthetic-308),Baltimore City,pre-seed,Strategic Management Services,6,33042,"215 washington avenue, suite z, towson, md 21204, us - Li",21204,2026-08-10 21:51:49
307,success,200,True,,Sotelix Endoscopy (synthetic-307),Baltimore County,pre-seed,Biotechnology,16,1797476,"250 west dickman st., baltimore, md 21230",21230,2026-08-10 21:51:49
309,success,200,True,,Transform (synthetic-309),Baltimore City,established,Retail,251,49164,"411 n howard st, baltimore, md 21218",21218,2026-08-10 21:51:49
310,success,200,True,,Dragos (synthetic-310),Baltimore City,established,Software Development,125,93039,"1 north haven street suite 3, baltimore, md 21224",21224,2026-08-10 21:53:19
311,success,200,True,,Digital Harmonic (synthetic-311),Howard,seed,Education / EdTech,6,0,"1215 e fort ave, suite 104, baltimore, maryland 21230, us - Li",21230,2026-08-10 21:53:19
312,success,200,True,,"RecurX Bio, Inc. (synthetic-312)",Howard,established,Fintech,30,0,"8110 maple lawn blvd, fulton, md 20759",20759,2026-08-10 21:53:19
314,success,200,True,,Jbrds (synthetic-314),Baltimore City,growth,Creative Technology,6,47034,"3700 odonnell st, suite 200, baltimore, maryland 21224, us - Li",21224,2026-08-10 21:53:19
313,success,200,True,,NovvaCup (synthetic-313),Anne Arundel,early,Sporting Goods / Recreation,30,156783,"1812 ashland avenue suite 110, baltimore, md 21205, us - Li",21205,2026-08-10 21:53:19
315,success,200,True,,Rapafusyn Pharmaceuticals (synthetic-315),Baltimore County,seed,Food & Beverage,350,133338,"1400 west lombard street,baltimore, md united states 21223 - direct",21223,2026-08-10 21:54:49
316,success,200,True,,Glacier (synthetic-316),Anne Arundel,pre-seed,Multimedia and Design Software,6,46619,"columbia, maryland 21044, us - Li",21044,2026-08-10 21:54:49
